app_name,datasetDimension,execution_mode,input_path,output_path,repartition_num,total_time_s
Task3.2_DelayReport_SparkSQL_Final,100%,docker-hdfs,hdfs://namenode:9000//input/bench_50,hdfs://namenode:9000//output/sparksql/bench_50,100,19.492149114608765
