origin,month,basso_count,basso_dep_delay_avg,basso_arr_delay_avg,medio_count,medio_dep_delay_avg,medio_arr_delay_avg,alto_count,alto_dep_delay_avg,alto_arr_delay_avg,top_causa_1,top_causa_2,top_causa_3
ACT,10,5,5.4,2.0,7,27.857142857142858,31.142857142857142,12,112.08333333333333,108.5,carrier_delay,nas_delay,late_aircraft_delay
ACT,11,4,6.75,3.25,5,38.8,35.4,1,108.0,102.0,carrier_delay,late_aircraft_delay,canc_B
ACT,12,3,8.0,2.3333333333333335,6,35.0,35.833333333333336,9,135.0,133.11111111111111,carrier_delay,nas_delay,weather_delay
ACV,1,6,5.166666666666667,-1.0,6,42.666666666666664,47.833333333333336,7,186.28571428571428,181.42857142857142,nas_delay,weather_delay,late_aircraft_delay
ACV,2,5,4.0,8.2,10,41.1,43.5,5,286.0,287.2,nas_delay,late_aircraft_delay,carrier_delay
ACV,3,3,5.0,-1.6666666666666667,16,32.0625,32.625,5,101.8,101.2,nas_delay,late_aircraft_delay,canc_B
ACV,4,7,6.714285714285714,6.428571428571429,6,43.666666666666664,67.33333333333333,7,148.28571428571428,146.0,nas_delay,late_aircraft_delay,carrier_delay
ACV,5,6,4.666666666666667,3.0,8,28.0,30.875,5,243.0,255.2,nas_delay,carrier_delay,late_aircraft_delay
ACV,6,7,4.714285714285714,8.0,6,38.333333333333336,44.333333333333336,5,147.0,139.4,carrier_delay,nas_delay,late_aircraft_delay
ACV,7,12,6.583333333333333,2.25,5,37.2,36.0,6,253.33333333333334,260.6666666666667,carrier_delay,nas_delay,late_aircraft_delay
ACV,8,11,6.454545454545454,11.272727272727273,5,30.4,35.4,6,163.66666666666666,177.33333333333334,nas_delay,carrier_delay,canc_B
ACV,9,9,5.555555555555555,1.1111111111111112,5,36.8,35.6,10,322.5,312.1,weather_delay,carrier_delay,late_aircraft_delay
ACV,10,7,6.142857142857143,-0.8571428571428571,7,36.57142857142857,33.714285714285715,9,182.88888888888889,175.66666666666666,carrier_delay,weather_delay,late_aircraft_delay
ACV,11,6,7.0,12.833333333333334,10,31.7,31.2,4,72.25,68.75,carrier_delay,nas_delay,canc_B
ACV,12,9,6.444444444444445,3.3333333333333335,5,44.6,63.0,4,116.25,115.0,carrier_delay,nas_delay,late_aircraft_delay
ACY,1,15,6.866666666666666,8.933333333333334,12,33.916666666666664,34.5,5,163.4,155.2,nas_delay,late_aircraft_delay,carrier_delay
ACY,2,21,7.380952380952381,4.904761904761905,17,33.35294117647059,20.294117647058822,5,140.0,137.4,nas_delay,carrier_delay,late_aircraft_delay
ACY,3,22,7.409090909090909,6.2272727272727275,33,34.90909090909091,34.63636363636363,11,190.54545454545453,183.1818181818182,nas_delay,late_aircraft_delay,carrier_delay
ACY,4,11,6.545454545454546,-2.4545454545454546,14,33.42857142857143,29.428571428571427,8,168.375,173.625,nas_delay,late_aircraft_delay,carrier_delay
ACY,5,12,7.416666666666667,-0.5,20,29.65,25.15,6,122.66666666666667,122.66666666666667,nas_delay,late_aircraft_delay,carrier_delay
ACY,6,15,6.066666666666666,-5.266666666666667,12,34.0,22.416666666666668,14,104.71428571428571,97.07142857142857,nas_delay,carrier_delay,late_aircraft_delay
ACY,7,17,6.411764705882353,-5.294117647058823,22,34.22727272727273,25.272727272727273,9,204.33333333333334,194.77777777777777,nas_delay,carrier_delay,late_aircraft_delay
ACY,8,20,7.8,7.45,18,31.055555555555557,25.333333333333332,11,133.36363636363637,130.54545454545453,nas_delay,late_aircraft_delay,carrier_delay
ACY,9,7,9.285714285714286,-0.14285714285714285,5,24.4,15.4,2,109.5,119.5,nas_delay,late_aircraft_delay,canc_B
ACY,10,9,7.0,-3.2222222222222223,8,40.125,32.875,4,128.0,110.25,carrier_delay,nas_delay,late_aircraft_delay
ACY,11,5,8.2,-7.8,5,42.4,27.2,3,97.66666666666667,76.33333333333333,nas_delay,late_aircraft_delay,carrier_delay
ACY,12,8,6.75,-8.5,10,26.3,18.2,8,77.75,69.375,nas_delay,carrier_delay,late_aircraft_delay
ADK,1,0,"","",0,"","",0,"","",canc_B,Nessuna,Nessuna
ADK,2,0,"","",0,"","",0,"","",canc_B,Nessuna,Nessuna
ADK,3,0,"","",0,"","",0,"","",Nessuna,Nessuna,Nessuna
ADK,4,1,3.0,7.0,0,"","",0,"","",Nessuna,Nessuna,Nessuna
ADK,5,0,"","",2,22.0,17.0,0,"","",late_aircraft_delay,security_delay,Nessuna
ADK,6,1,2.0,-3.0,0,"","",0,"","",canc_B,Nessuna,Nessuna
ADK,7,1,9.0,14.0,1,18.0,22.0,0,"","",nas_delay,security_delay,Nessuna
ADK,9,2,4.5,-4.0,0,"","",0,"","",Nessuna,Nessuna,Nessuna
ADK,10,0,"","",1,29.0,16.0,0,"","",carrier_delay,Nessuna,Nessuna
ADK,11,1,2.0,0.0,0,"","",0,"","",canc_B,Nessuna,Nessuna
ADK,12,1,6.0,8.0,0,"","",0,"","",Nessuna,Nessuna,Nessuna
ADQ,1,1,1.0,-1.0,3,29.333333333333332,30.0,3,102.33333333333333,95.33333333333333,late_aircraft_delay,carrier_delay,nas_delay
ADQ,2,4,4.75,1.25,4,28.75,24.5,1,103.0,93.0,nas_delay,late_aircraft_delay,weather_delay
ADQ,3,0,"","",2,16.0,19.0,2,103.5,96.5,late_aircraft_delay,nas_delay,carrier_delay
ADQ,4,4,6.75,0.5,3,31.0,24.333333333333332,0,"","",carrier_delay,nas_delay,Nessuna
ADQ,5,8,5.75,1.625,1,43.0,37.0,1,61.0,52.0,late_aircraft_delay,carrier_delay,Nessuna
ADQ,6,1,7.0,10.0,3,40.666666666666664,34.666666666666664,0,"","",canc_B,late_aircraft_delay,security_delay
ADQ,7,11,5.363636363636363,7.090909090909091,4,27.25,21.5,4,252.5,254.5,late_aircraft_delay,nas_delay,carrier_delay
ADQ,8,5,8.2,4.4,2,35.5,30.5,2,77.0,76.5,late_aircraft_delay,nas_delay,carrier_delay
ADQ,9,2,6.0,0.5,3,43.0,47.666666666666664,0,"","",nas_delay,late_aircraft_delay,weather_delay
ADQ,10,5,7.8,5.0,7,31.428571428571427,32.285714285714285,2,121.0,122.5,late_aircraft_delay,nas_delay,carrier_delay
ADQ,11,5,6.4,5.6,9,30.444444444444443,31.333333333333332,2,501.0,501.5,nas_delay,late_aircraft_delay,carrier_delay
ADQ,12,3,6.666666666666667,24.333333333333332,1,37.0,36.0,2,217.5,223.5,nas_delay,late_aircraft_delay,weather_delay
AEX,1,9,6.444444444444445,19.11111111111111,8,32.5,27.875,10,326.1,344.7,nas_delay,carrier_delay,late_aircraft_delay
AEX,2,4,8.0,36.25,5,32.8,39.4,3,357.0,349.0,carrier_delay,nas_delay,late_aircraft_delay
AEX,3,8,7.625,-1.75,4,32.0,37.75,2,206.0,193.5,nas_delay,late_aircraft_delay,carrier_delay
AEX,4,4,6.75,0.25,2,40.0,53.5,10,297.1,302.4,nas_delay,weather_delay,late_aircraft_delay
AEX,5,7,6.285714285714286,6.714285714285714,3,31.0,27.0,12,218.91666666666666,221.41666666666666,weather_delay,carrier_delay,nas_delay
AEX,6,9,8.88888888888889,4.444444444444445,5,32.8,26.2,4,239.25,259.75,carrier_delay,nas_delay,late_aircraft_delay
AEX,7,17,6.588235294117647,6.75,9,23.555555555555557,16.22222222222222,12,296.5,295.8333333333333,carrier_delay,nas_delay,weather_delay
AEX,8,12,5.166666666666667,0.4166666666666667,2,32.0,26.0,7,160.14285714285714,149.14285714285714,carrier_delay,late_aircraft_delay,canc_A
AEX,9,11,6.545454545454546,7.454545454545454,8,35.25,31.0,7,220.0,223.0,carrier_delay,nas_delay,late_aircraft_delay
AEX,10,2,6.5,-2.5,6,36.0,28.666666666666668,12,159.41666666666666,144.58333333333334,carrier_delay,late_aircraft_delay,nas_delay
AEX,11,8,6.625,-0.75,5,28.4,19.6,8,141.125,130.75,carrier_delay,late_aircraft_delay,weather_delay
AEX,12,9,7.333333333333333,6.222222222222222,11,33.63636363636363,35.54545454545455,4,353.25,340.25,nas_delay,carrier_delay,late_aircraft_delay
AGS,1,20,5.7,-0.3,19,28.57894736842105,26.94736842105263,23,149.3913043478261,145.95652173913044,carrier_delay,nas_delay,late_aircraft_delay
AGS,2,11,4.636363636363637,-4.0,14,31.142857142857142,19.428571428571427,9,125.77777777777777,114.66666666666667,carrier_delay,late_aircraft_delay,nas_delay
AGS,3,10,5.1,4.3,7,32.142857142857146,33.142857142857146,6,212.0,199.66666666666666,carrier_delay,nas_delay,late_aircraft_delay
AGS,4,42,6.5476190476190474,5.071428571428571,39,29.564102564102566,24.63157894736842,13,100.76923076923077,98.23076923076923,carrier_delay,late_aircraft_delay,nas_delay
AGS,5,18,7.222222222222222,0.7777777777777778,11,26.09090909090909,20.181818181818183,18,179.83333333333334,181.33333333333334,nas_delay,carrier_delay,late_aircraft_delay
AGS,6,16,6.1875,-2.25,18,26.22222222222222,22.38888888888889,8,115.375,106.5,nas_delay,carrier_delay,late_aircraft_delay
AGS,7,21,6.0476190476190474,1.5238095238095237,15,32.2,26.933333333333334,31,142.16129032258064,141.3548387096774,nas_delay,late_aircraft_delay,carrier_delay
AGS,8,20,8.05,4.05,15,36.733333333333334,29.466666666666665,12,199.58333333333334,194.75,late_aircraft_delay,carrier_delay,nas_delay
AGS,9,21,7.333333333333333,2.0952380952380953,13,34.30769230769231,34.69230769230769,19,183.73684210526315,184.52631578947367,nas_delay,canc_B,late_aircraft_delay
AGS,10,25,5.8,-0.16,12,29.75,25.333333333333332,24,246.54166666666666,244.95833333333334,nas_delay,carrier_delay,late_aircraft_delay
AGS,11,30,6.6,5.1,15,23.2,18.4,7,164.71428571428572,151.71428571428572,nas_delay,carrier_delay,late_aircraft_delay
AGS,12,40,5.0,-1.575,14,36.5,27.857142857142858,17,186.52941176470588,174.6875,carrier_delay,nas_delay,late_aircraft_delay
AKN,4,0,"","",0,"","",0,"","",Nessuna,Nessuna,Nessuna
AKN,5,0,"","",0,"","",0,"","",nas_delay,Nessuna,Nessuna
AKN,6,1,11.0,8.0,1,24.0,28.0,0,"","",nas_delay,late_aircraft_delay,Nessuna
AKN,7,6,7.333333333333333,13.333333333333334,2,30.0,38.5,0,"","",nas_delay,security_delay,Nessuna
AKN,8,3,10.666666666666666,11.333333333333334,2,18.5,16.5,0,"","",nas_delay,carrier_delay,late_aircraft_delay
AKN,9,1,2.0,11.0,3,28.666666666666668,29.0,0,"","",late_aircraft_delay,security_delay,carrier_delay
ALB,1,65,6.2,-0.15384615384615385,53,29.39622641509434,25.641509433962263,31,140.83870967741936,149.25806451612902,nas_delay,late_aircraft_delay,carrier_delay
ALB,2,71,6.549295774647887,-6.563380281690141,45,28.133333333333333,17.2,17,145.2941176470588,134.41176470588235,nas_delay,late_aircraft_delay,carrier_delay
ALB,3,78,6.384615384615385,0.7435897435897436,58,30.25862068965517,23.586206896551722,25,192.56,200.375,nas_delay,late_aircraft_delay,carrier_delay
ALB,4,77,6.1688311688311686,-1.5584415584415585,55,27.854545454545455,20.69090909090909,29,198.41379310344828,197.17241379310346,nas_delay,late_aircraft_delay,carrier_delay
ALB,5,83,6.096385542168675,1.072289156626506,69,31.985507246376812,25.144927536231883,38,136.57894736842104,133.78947368421052,late_aircraft_delay,carrier_delay,nas_delay
ALB,6,84,6.761904761904762,5.192771084337349,71,30.887323943661972,23.642857142857142,50,174.72,171.36,late_aircraft_delay,carrier_delay,nas_delay
ALB,7,92,6.445652173913044,1.4285714285714286,85,32.43529411764706,30.905882352941177,64,167.484375,166.421875,late_aircraft_delay,carrier_delay,nas_delay
ALB,8,93,6.075268817204301,2.6451612903225805,71,31.746478873239436,30.112676056338028,47,185.04255319148936,190.04347826086956,nas_delay,carrier_delay,late_aircraft_delay
ALB,9,61,6.377049180327869,1.360655737704918,49,31.081632653061224,28.040816326530614,15,324.4,322.53333333333336,carrier_delay,late_aircraft_delay,nas_delay
ALB,10,79,6.493670886075949,-2.721518987341772,57,28.157894736842106,18.280701754385966,13,243.0,233.84615384615384,carrier_delay,nas_delay,late_aircraft_delay
ALB,11,75,6.266666666666667,-4.426666666666667,39,27.794871794871796,21.53846153846154,19,256.89473684210526,240.1578947368421,carrier_delay,late_aircraft_delay,nas_delay
ALB,12,95,6.557894736842106,-1.568421052631579,61,33.26229508196721,28.233333333333334,53,165.0566037735849,161.03846153846155,nas_delay,carrier_delay,late_aircraft_delay
ALW,1,3,9.333333333333334,40.666666666666664,2,42.5,50.5,0,"","",canc_B,carrier_delay,late_aircraft_delay
ALW,2,3,1.0,7.666666666666667,0,"","",1,74.0,82.0,nas_delay,canc_B,late_aircraft_delay
ALW,3,1,4.0,1.0,1,44.0,44.0,0,"","",late_aircraft_delay,carrier_delay,Nessuna
ALW,4,2,6.5,4.5,0,"","",1,78.0,74.0,late_aircraft_delay,Nessuna,Nessuna
ALW,5,0,"","",0,"","",0,"","",Nessuna,Nessuna,Nessuna
ALW,6,3,5.666666666666667,1.3333333333333333,3,37.333333333333336,33.333333333333336,1,85.0,92.0,late_aircraft_delay,nas_delay,canc_C
ALW,7,3,6.666666666666667,2.6666666666666665,7,23.428571428571427,21.0,0,"","",late_aircraft_delay,nas_delay,carrier_delay
ALW,8,2,12.5,17.0,3,32.666666666666664,32.333333333333336,0,"","",late_aircraft_delay,nas_delay,canc_A
ALW,9,1,3.0,-1.0,2,46.5,40.0,0,"","",late_aircraft_delay,nas_delay,Nessuna
AMA,1,22,5.545454545454546,4.7272727272727275,23,29.956521739130434,26.434782608695652,8,163.0,166.375,nas_delay,late_aircraft_delay,carrier_delay
AMA,2,15,6.2,10.8,13,31.923076923076923,30.923076923076923,5,122.2,109.8,nas_delay,late_aircraft_delay,carrier_delay
AMA,3,17,6.352941176470588,2.2941176470588234,18,32.22222222222222,32.333333333333336,16,140.125,143.75,nas_delay,late_aircraft_delay,carrier_delay
AMA,4,13,6.615384615384615,5.461538461538462,15,32.6,24.333333333333332,10,104.7,115.9,late_aircraft_delay,nas_delay,carrier_delay
AMA,5,22,5.909090909090909,6.5,28,33.142857142857146,30.48148148148148,25,143.28,146.41666666666666,nas_delay,late_aircraft_delay,carrier_delay
AMA,6,26,6.3076923076923075,8.653846153846153,22,27.5,22.045454545454547,22,187.8181818181818,185.5,late_aircraft_delay,carrier_delay,nas_delay
AMA,7,27,6.555555555555555,7.518518518518518,29,35.41379310344828,34.206896551724135,12,182.16666666666666,180.33333333333334,late_aircraft_delay,nas_delay,carrier_delay
AMA,8,16,5.1875,0.125,26,33.46153846153846,30.96153846153846,15,136.46666666666667,131.86666666666667,late_aircraft_delay,carrier_delay,nas_delay
AMA,9,18,5.5,1.9444444444444444,19,30.842105263157894,31.05263157894737,9,93.33333333333333,93.22222222222223,nas_delay,late_aircraft_delay,carrier_delay
AMA,10,17,6.9411764705882355,4.411764705882353,19,30.736842105263158,25.473684210526315,4,122.0,112.0,late_aircraft_delay,nas_delay,carrier_delay
AMA,11,23,6.043478260869565,9.826086956521738,20,28.55,24.0,8,163.625,156.625,nas_delay,carrier_delay,late_aircraft_delay
AMA,12,20,7.25,0.05,18,32.94444444444444,24.0,16,187.3125,187.6875,late_aircraft_delay,carrier_delay,nas_delay
ANC,1,92,5.565217391304348,1.565217391304348,77,34.077922077922075,26.710526315789473,47,146.95744680851064,147.5531914893617,nas_delay,late_aircraft_delay,carrier_delay
ANC,2,67,5.82089552238806,2.1343283582089554,42,30.404761904761905,28.595238095238095,22,200.77272727272728,194.3181818181818,nas_delay,carrier_delay,late_aircraft_delay
ANC,3,77,6.779220779220779,-0.19480519480519481,74,33.0,26.06756756756757,38,148.1315789473684,144.97368421052633,carrier_delay,late_aircraft_delay,nas_delay
ANC,4,72,6.722222222222222,-2.6527777777777777,76,30.736842105263158,22.473684210526315,28,111.25,103.82142857142857,late_aircraft_delay,nas_delay,carrier_delay
ANC,5,126,6.142857142857143,1.007936507936508,93,32.1505376344086,22.77173913043478,25,156.56,143.96,late_aircraft_delay,carrier_delay,nas_delay
ANC,6,165,6.703030303030303,2.4060606060606062,134,30.80597014925373,27.574626865671643,35,127.68571428571428,124.31428571428572,nas_delay,carrier_delay,late_aircraft_delay
ANC,7,213,6.483568075117371,2.9624413145539905,187,31.240641711229948,27.32620320855615,52,154.90384615384616,149.90196078431373,carrier_delay,nas_delay,late_aircraft_delay
ANC,8,230,6.021739130434782,-0.8596491228070176,156,28.903846153846153,23.045161290322582,48,168.20833333333334,157.65217391304347,carrier_delay,late_aircraft_delay,nas_delay
ANC,9,130,5.892307692307693,-0.13846153846153847,83,28.927710843373493,19.879518072289155,23,161.2608695652174,151.1304347826087,carrier_delay,nas_delay,late_aircraft_delay
ANC,10,102,6.313725490196078,1.0588235294117647,54,27.12962962962963,25.62962962962963,22,141.0,146.5,nas_delay,carrier_delay,late_aircraft_delay
ANC,11,81,5.592592592592593,-3.0617283950617282,56,32.089285714285715,25.928571428571427,10,109.5,97.2,nas_delay,carrier_delay,late_aircraft_delay
ANC,12,85,5.91764705882353,-0.7058823529411765,48,25.541666666666668,18.8125,16,211.375,201.875,nas_delay,carrier_delay,late_aircraft_delay
APN,1,1,9.0,-7.0,2,39.5,40.0,2,127.0,112.5,canc_B,weather_delay,nas_delay
APN,2,0,"","",1,40.0,56.0,3,101.33333333333333,106.66666666666667,weather_delay,nas_delay,Nessuna
